,红谷滩新区世界VR产业大会沿线及周边道路提升改造工程设计、采购、施工总承包（EPC）工程监理三标段,项目建设地点位于红谷滩新区学府大道、丰和南大道、西站大街、祥云大道、赣江南大道、九龙大道、红谷南大道、凤凰南大道、卧龙路、龙兴大街及VR周边道路（上饶大街、怀玉山大道、鹰潭街、风顺东街）以及前湖水系。,2019年11月20日,公诚管理咨询有限公司,工程监理·工程监理综合资质,      1355856.00 元
,,,,,,
江西工业贸易职业技术学院,江西工业贸易职业技术学院产教融合工程综合实训楼项目施工总承包,南昌市红谷滩新区红角洲嘉言路699号，江西工业贸易职业技术学院校区内,2019年11月25日,中交建宏峰集团有限公司,施工总承包·建筑工程·建筑工程特级,     52313083.14 元
余干县洪家嘴乡人民政府,洪家嘴乡云头村村庄整治工程,洪家嘴乡云头村,2019年11月25日,江西伟达建设工程有限公司,市政公用工程(2015新标准)三级,      1099832.82 元
,,,,,,
瑞金市红都市政工程管理有限公司,瑞金市沙洲坝示范镇沙东路18米道路工程,瑞金市沙洲坝,2019年11月25日,江西鑫楠建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      7169691.79 元
,,,,,,
横峰县兴跃城市建设有限公司,横峰县西门垅片区棚改安置房（欢歌苑）建设项目,横峰县西门垅,2019年11月25日,科兴建工集团有限公司,施工总承包·建筑工程·建筑工程特级,    318675995.93 元
,南昌县莲西大道提升改造工程（斗南路-岱山东路）项目监理,南起斗南路，北至岱山东路,2019年11月22日,江西瑞林建设监理有限公司,工程监理综合资质甲级,      2646574.50 元
南昌市青山湖区塘山镇人民政府,青山湖体育公园建设项目,青山湖大道以西、丹霞路以南、万科青山湖以东、湖滨东路以北,2019年11月25日,江西鸿业生态环境建设集团有限公司,施工总承包·市政公用工程·市政公用工程一级,     17827922.92 元
,,,,,,
,,,,,,
,红谷滩新区世界VR产业大会沿线及周边道路提升改造工程设计、采购、施工总承包（EPC）工程监理一标段,项目建设地点位于红谷滩新区学府大道、丰和南大道、西站大街、祥云大道、赣江南大道、九龙大道、红谷南大道、凤凰南大道、卧龙路、龙兴大街及VR周边道路（上饶大街、怀玉山大道、鹰潭街、风顺东街）以及前湖水系。,2019年11月20日,江西方正工程监理造价咨询有限公司,市政公用工程甲级,      1593637.00 元
江西中医药大学附属医院,江西中医药大学附属医院中医药传承创新工程#5制剂中心装修改造工程,南昌市西湖区抚生路666号,2019年11月22日,江苏恒龙装饰工程有限公司,专业承包·建筑装修装饰工程·建筑装修装饰工程一级专业承包·建筑机电安装工程·建筑机电安装工程一级,     16166818.14 元
于都县小溪乡人民政府,于都县小溪乡长源井窝街水沟道路工程,于都县小溪乡,2019年11月25日,江西都天建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      1437380.25 元
,,,,,,
,,,,,,
,红谷滩新区世界VR产业大会沿线及周边道路提升改造工程设计、采购、施工总承包（EPC）工程监理二标段,项目建设地点位于红谷滩新区学府大道、丰和南大道、西站大街、祥云大道、赣江南大道、九龙大道、红谷南大道、凤凰南大道、卧龙路、龙兴大街及VR周边道路（上饶大街、怀玉山大道、鹰潭街、风顺东街）以及前湖水系。,2019年11月20日,江西省建科工程技术有限公司,市政公用工程甲级,      1066036.00 元
瑞昌市桂林街道办事处,瑞昌市棚户区改造安置房董家新苑项目,瑞昌市南环路北侧、一中西路西侧,2019年11月08日,江西煜烁建筑工程有限公司,施工总承包·建筑工程·建筑工程二级,     83773413.60 元
江西瑞昌经济开发区管理委员会,瑞昌市科技园D区污水管网外接工程,位于北环路明渠以北，黄金北路以东，西至铜城路，污水管网位于明渠与企业用地红线之间,2019年11月08日,江西乐文建筑工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      3773853.88 元
余干县信丰垦殖场,余干县信丰垦殖场新建村张家咀村新农村建设项目,信丰垦殖场新建村,2019年11月08日,江西春秋建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,       479317.84 元
,,,,,,
余干县信丰垦殖场,余干县信丰垦殖场新建村箭头5队新农村建设项目,信丰垦殖场新建村,2019年11月08日,江西华昊建设有限公司,施工总承包·市政公用工程·市政公用工程三级,       467084.79 元
,西城区范围内公厕、杨梅渡公园管理用房等工程监理,赣州经济技术开发区,2019年11月07日,江苏雨田工程咨询集团有限公司,工程监理综合资质甲级,       130000.00 元
九江金安高级中学,九江金安高级中学新老校区改扩建项目二期工程,九江市滨江东路228号,2019年11月07日,海威天悦建设有限公司,施工总承包·建筑工程·建筑工程二级,     21695448.88 元
瑞昌市住房和城乡建设局,二标段,项目位于瑞昌市铁东路东侧、江州路两侧,2019年11月07日,江西鹏众建设工程有限公司,施工总承包·建筑工程·建筑工程二级,    138533610.80 元
上犹县城市发展投资有限公司,上犹县2019年工业园南区标准厂房建设项目（上犹县返乡创业园标准厂房项目三标段）,上犹工业园南区,2019年11月08日,江西吉才建设工程有限公司,施工总承包·建筑工程·建筑工程一级,     48096153.32 元
,青原区滨江大道路堤结合北延工程及绿化带建设项目监理服务,青原区河东街道，南起井冈山大桥，北起至新井冈山大桥,2019年11月08日,江西中昌工程咨询监理有限公司,工程监理综合资质甲级,             .00 元
万年县住房和城乡建设局,万年县城中村污水管网改造工程-九丰,万年县,2019年11月08日,江西一加建设工程有限公司,市政公用工程(2015新标准)二级,      4723766.32 元
万年县住房和城乡建设局,万年县城中村污水管网改造工程-聂家村,万年县,2019年11月08日,江西鑫威建设有限公司,施工总承包·市政公用工程·市政公用工程三级,     14374382.08 元
,,,,,,
共青城市茶山街道办事处,共青城市仿古街小区改造,,2019年11月08日,江西茂盛建设工程有限公司,市政公用工程(2015新标准)一级,     15549726.58 元
玉山县旅游投资开发有限公司,玉山县行政服务中心室内装修工程,玉山县玉清大道东侧，民俗路南侧（玉山县国际会展中心内）,2019年11月08日,中佳环境建设集团股份有限公司,专业承包·建筑装修装饰工程·建筑装修装饰工程二级,     11315616.30 元
赣州金源房地产开发有限公司,金鹏小留园项目,赣州市章贡区水南镇沙洲坝路,2019年11月08日,江西美康建设有限公司,建筑工程(2015新标准)二级,     37330855.14 元
,,,,,,
,,,,,,
洪城大市场股份有限公司,洪大柴德公馆1#~2#楼及地下室,南昌县八月湖路2888号,2019年11月11日,中建二局第三建筑工程有限公司,建筑工程(2015新标准)特级,    153661405.22 元
余干县城市管理局,余干县城玉亭北大道人行道改造工程,余干县玉亭北大道,2019年11月08日,江西孚泽建设有限公司,市政公用工程(2015新标准)三级,      1463517.97 元
,世界银行贷款江西省城乡供水一体化及农村污水处理工程乐平市子项目监理,乐平市,2019年11月13日,江苏建科工程咨询有限公司,工程监理·工程监理综合资质·工程监理综合资质甲级,      1608000.00 元
洪城大市场股份有限公司,洪大柴德公馆4#~5#楼及地下室,南昌县八月湖路2888号,2019年11月11日,中建二局第三建筑工程有限公司,建筑工程(2015新标准)特级,    171291888.21 元
,,,,,,
江西黄岗山投资股份有限公司本级,铅山县狮江大道、黄岗山大道及外环路综合改造提升工程(狮江大道段),铅山县县城中心城区,2019年11月14日,福建省泷澄建设集团有限公司,市政公用工程(2015新标准)一级,     79035008.33 元
赣州水务集团有限责任公司,赣州市二、三水厂DN1000供水主管连通工程,赣州市,2019年11月14日,江西东钜建设工程有限公司,市政公用工程(2015新标准)二级,     11104266.94 元
南城县残疾人联合会,南城县残疾人托养中心工程,南城县建昌镇杨龙湾敬老院内,2019年11月14日,江西福瑞建设有限公司,施工总承包·建筑工程·建筑工程三级,      4313941.59 元
,,,,,,
吉水县黄桥镇卫生院,吉水县黄桥镇卫生院新综合大楼,吉水县黄桥镇,2019年11月13日,江西德康体育建设有限公司,施工总承包·建筑工程·建筑工程二级,      8255623.10 元
赣州中恒栖凤工业发展有限公司,赣州经济技术开发区秋山科技园项目一期,赣州经济技术开发区黄坑路北侧、秋山路东侧,2019年11月14日,新鑫建设集团有限公司,施工总承包·建筑工程·建筑工程二级,    125001397.59 元
余干县社赓镇人民政府,社赓镇2016易地搬迁建设工程,余干县社赓镇社赓村,2019年11月12日,江西省亿达建设工程有限公司,施工总承包·建筑工程·建筑工程一级,       941299.19 元
吉安县住房和城乡建设局,吉安县禾河滨江休闲绿廊（一期）工程,县城区,2019年11月15日,江西宏力建设发展有限公司,市政公用工程(2015新标准)二级,     23963936.16 元
,,,,,,
,,,,,,
上饶县广信投资集团有限公司,上饶县枫岭头饶商回归产业园市政道路工程施工,,2019年11月15日,江西省幸远建设工程有限公司,市政公用工程(2015新标准)二级,     11834768.06 元
于都县环境保护局,于都县农村环境综合整治（二期）仙下乡污水处理工程,于都县仙下乡境内,2019年11月14日,江西恒东建设有限公司,市政公用工程(2015新标准)三级,      2218099.73 元
井冈山管理局景区行政执法处,茨坪农贸市场周边立面改造项目,井冈山市茨坪镇,2019年11月14日,江西大业建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      6972108.91 元
上犹县城市发展投资有限公司,上犹县新能源汽车动力总成标准厂房生活区东经二路、东纬二路工程,上犹县黄埠镇,2019年11月14日,江西汇财建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      9799979.23 元
宁都县长胜镇人民政府,宁都县长胜镇青树小学（长胜中心小学二部）工程-运动区附属工程,宁都县长胜青树村,2019年11月14日,江西杰禹昊市政路桥工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      3395635.90 元
赣州中恒商业发展有限公司,赣州经济技术开发区凤凰居·飞翔人才公寓一标段（幼儿园及农贸市场）项目,赣州经济技术开发区飞翔大道北侧、思源路东侧,2019年11月14日,江西华龙建设工程有限公司,施工总承包·建筑工程·建筑工程二级,     21745892.90 元
,井冈山经开区人才公寓设计、采购、施工(EPC)总承包监理项目,井开区中信环路与田玄路交叉口西北角地块,2019年11月14日,北京中城建建设监理有限公司,工程监理·工程监理综合资质·工程监理综合资质甲级,      1353600.00 元
井冈山大学,江西省吉安市青原区井冈山大学幼儿园工程,井冈山大学校园内,2019年11月14日,江西秦远建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      5546972.05 元
峡江县城市建设投资开发有限公司,峡江县高铁新区二期路网建设工程和城市广场景观工程,江西省吉安市峡江县水边镇,2019年11月15日,中晟升博集团有限公司,施工总承包·市政公用工程·市政公用工程一级,     39604085.20 元
吉安县城市管理局,吉安县广场、龙湖改造提升最美岸线工程（南岸、中湖改造提升项目）,吉安县城,2019年11月14日,江西福祥泰建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,     10979323.92 元
,白云小学文峰路校区新建项目监理招标,河套老城区HT4-05-A04地块,2019年11月11日,江西江南工程管理咨询有限公司,房屋建筑工程甲级,           44.00 元
,靖安县寨下山遗址公园、廊桥及周边市政道路（EPC）项目监理工程,靖安县城北,2019年11月12日,浙江工正工程管理有限公司,市政公用工程甲级,      2360000.00 元
共青城市天华金融资产管理有限公司,国科共青城实验学校工程二期(一标段）,共青城市翰林路南侧、滨湖路以西,2019年11月12日,中佳环境建设集团股份有限公司,施工总承包·建筑工程·建筑工程一级,     39427758.17 元
崇仁工业园区管委会,崇仁工业园区污水管网（崇仁县中小企业孵化基地周边企业污水管网）项目,崇仁县工业园区,2019年11月11日,新余德源建设有限责任公司,市政公用工程(2015新标准)三级,     24144880.07 元
,赣州市特殊教育学校迁建工程监理招标,河套老城区HT4-05-C03,2019年11月08日,江西新明工程服务有限公司,房屋建筑工程甲级,           41.00 元
都昌县汪墩乡中学,都昌县汪墩乡中学综合楼维修、校园平整硬化项目,都昌县汪墩乡中学校园内,2019年11月12日,江西都昌县第五建筑有限责任公司,市政公用工程(2015新标准)三级,       437651.03 元
吉水二中迁建项目建设管理办公室,吉水二中迁建项目旧房改造工程,原井冈山经贸学校,2019年11月12日,林盛建设集团有限公司,施工总承包·建筑工程·建筑工程一级,      9474389.15 元
上饶市广丰区大南镇人民政府,广丰区大南镇新店基础设施建设项目,广丰区大南镇新店,2019年11月12日,江西广宁建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,       597898.62 元
,,,,,,
余干县创新创业产业园服务中心,余干县创新创业产业园景观绿化工程,余干县城城西,2019年11月11日,抚州市环球建设有限公司,市政公用工程(2015新标准)一级,      4047033.05 元
上饶市三清山风景名胜区新游击垦殖场,三清山风景名胜区新游击垦殖场磜底小区建设项目,新游击垦殖场西坑,2019年11月12日,江西万瑞建设工程有限公司,市政公用工程(2015新标准)三级,      1764938.74 元
吉安县住房和城乡建设局,吉安县君山大道城市功能品质提升示范街（凤凰路至富川路）,县城区,2019年11月12日,江西力荣建筑工程有限公司,施工总承包·市政公用工程·市政公用工程三级,     10483148.03 元
