352万元,88.25m²,3.99万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽9m/层高5m/进深10m,餐饮美食,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
160万元,47m²,3.4万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽7m/层高5m/进深7m,餐饮美食,南京西路商铺,"办公,旅游,居民","静安区 彭浦
                南京西路589号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
268万元,67m²,4万/m²,二手商铺,购物百货中心-临街,1层/共1层,空置中,面宽6m/层高4.5m/进深10m,餐饮美食,大宁国际商业广场(商业),"办公,学生,居民","静安区 延长路
                共和新路1878号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
230万元,71m²,3.24万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽12m/层高5.5m/进深6m,餐饮美食,,"办公,居民,旅游","静安区 静安寺
                静安寺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.22km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.19km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.29km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.30km']]"
100万元,50m²,2万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽4.2m/层高4.5m/进深4.2m,餐饮美食,,"办公,居民,学生","静安区 宝山路
                静安区","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],"[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.99km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离1.84km']]"
500万元,79m²,6.33万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽9m/层高5.5m/进深8m,,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                全家便利店(南京西路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.05km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.05km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.11km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.23km']]"
1900万元,168.9m²,11.25万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽15m/层高5.5m/进深13m,餐饮美食,静安寺步行街,"办公,旅游,居民","静安区 静安寺
                蒲石小点(愚园路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.25km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.31km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.18km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.15km']]"
90万元,37.51m²,2.4万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽7.1m/层高5m/进深5m,百货超市,,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.55km'], ['地铁1号线; 地铁2号线; 地铁8号线', 'B', '人民广场', '距离1.01km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.69km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.09km']]"
456万元,72m²,6.33万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高4.5m/进深9m,餐饮美食,淮海中路1800号小区商铺,"办公,居民,旅游","静安区 南京西路
                淮海中路1800号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.51km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.48km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.35km']]"
1850万元,275m²,6.73万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽13m/层高6m/进深15m,餐饮美食,,"办公,旅游,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.34km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.11km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.46km'], ['上海市静安区天目西路街道金峰大厦裙楼恒丰路55号派出所和罗森超市', 'B', '和罗森超市', '距离2.42km']]"
450万元,108m²,4.17万/m²,二手商铺,临街门面-临街,1层/共6层,经营中,面宽12m/层高5.5m/进深9m,餐饮美食,大宁国际商业广场(商业),"办公,居民,旅游","静安区 大宁
                大宁国际商业广场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
155万元,50m²,3.1万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽4.5m/层高5m/进深10m,百货超市,长寿商业广场(商业),"办公,居民,旅游","静安区 静安寺
                陕西北路/安远路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
410万元,100m²,4.1万/m²,二手商铺,购物百货中心-临街,1层/共1层,经营中,面宽10m/层高6m/进深10m,餐饮美食,上海第一八佰伴,"办公,居民,旅游","静安区 曹家渡
                万航渡路838号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线', 'A', '隆德路', '距离0.62km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离0.89km']]","[['上海市普陀区长寿路393号亚新生活广场B1', 'A', '兄妹猫(亚新生活广场店)', '距离1.45km'], ['上海市普陀区长寿路393号亚新生活广场F1', 'B', 'KELLAN(亚新生活广场店)', '距离1.47km']]"
450万元,120m²,3.75万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽12m/层高5.5m/进深10m,百货超市,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                全家便利店(南京西路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
300万元,76m²,3.95万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽5m/层高5m/进深13m,,,"办公,学生,居民","静安区 静安寺
                中山北路/平型关路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
382万元,127.7m²,2.99万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽10m/层高5m/进深12m,餐饮美食,石门一路商铺,"办公,旅游,居民","静安区 北京西路
                南京西路石门一路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.31km'], ['地铁13号线', 'B', '淮海中路', '距离1.23km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.35km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.99km']]"
65万元,20m²,3.25万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽5m/层高4.5m/进深4m,餐饮美食,,"办公,旅游,居民","静安区 静安寺
                静安小亭麻辣烫(万航渡路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.39km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.24km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.41km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.34km']]"
185万元,65m²,2.85万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽5m/层高5.5m/进深10m,餐饮美食,西藏南路775号,"办公,居民,旅游","静安区 西藏北路
                西藏南路775号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
400万元,74m²,5.41万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽10m/层高5.6m/进深7.4m,餐饮美食,,"办公,旅游,居民","静安区 南京西路
                吴江路步行街","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.25km'], ['地铁13号线', 'B', '淮海中路', '距离1.15km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.34km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.92km']]"
283万元,98.79m²,2.86万/m²,商铺新盘,临街门面-临街,1层至2层/共2层,经营中,面宽6.58m/层高4.5m/进深7.6m,餐饮美食,,"办公,学生,居民","静安区 宝山路
                宝山路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1000万元,155.8m²,6.42万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽14.2m/层高4.5m/进深10.97m,电器通讯,,"办公,居民,旅游","静安区 北京西路
                南京西路1025号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.18km'], ['地铁13号线', 'B', '淮海中路', '距离1.15km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.07km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.81km']]"
374万元,119m²,3.14万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高4.5m/进深16m,餐饮美食,,"办公,旅游,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1300万元,210.18m²,6.19万/m²,二手商铺,商业街店铺-临街,,空置中,面宽15.1m/层高5.3m/进深14.1m,其他,静安寺商铺,"办公,学生,居民","静安区 静安寺
                静安区静安寺南京西路1678弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.22km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.19km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.29km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.30km']]"
78万元,38m²,2.05万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深6.3m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.52km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.07km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.65km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.67km']]"
200万元,68m²,2.94万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5m/进深8m,餐饮美食,,"办公,旅游,居民","静安区 北京西路
                北京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.72km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.82km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.48km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.12km']]"
1600万元,123m²,13.01万/m²,二手商铺,社区底商-临街,1层/共2层,空置中,面宽6m/层高5m/进深10m,美容美发,国际丽都公馆商铺,"办公,学生,居民","静安区 南京西路
                愚园路268号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.41km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.47km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.60km']]"
88万元,48m²,1.83万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深8m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.30km'], ['地铁13号线', 'B', '淮海中路', '距离1.23km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.33km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.98km']]"
,,,,,,,,,,,,[],[],[]
1670万元,298.6m²,5.59万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽20m/层高5.5m/进深13m,餐饮美食,静安阳光名都商铺,"办公,旅游,居民","静安区 静安寺
                上海银行(永和新城支行)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁7号线', 'A', '行知路', '距离0.61km'], ['地铁7号线', 'B', '大华三路', '距离1.23km']]","[['永和路1040号', 'A', '知可新鲜超市', '距离0.28km'], ['上海市静安区高平路875号', 'B', '比宜德超市(高平路店)', '距离0.97km']]"
330万元,82m²,4.02万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深10.2m,餐饮美食,,"办公,居民,旅游","静安区 静安寺
                静安寺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
300万元,76m²,3.95万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽5m/层高5m/进深13m,,,"办公,学生,居民","静安区 静安寺
                中山北路/平型关路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
10万元,10m²,1万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5m/进深6m,百货超市,,"办公,居民,旅游","静安区 南京西路
                山西北路与塘沽路交叉口","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
180万元,69m²,2.61万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深8m,餐饮美食,,"办公,居民,旅游","静安区 北京西路
                北京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.72km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.82km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.48km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.12km']]"
780万元,72m²,10.83万/m²,二手商铺,写字楼配套-临街,,空置中,面宽6m/层高5.5m/进深12m,餐饮美食,西康路商铺,"办公,学生,居民","静安区 西康路
                静安区西康路西康路/长寿路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁13号线; 地铁7号线', 'A', '长寿路', '距离0.34km'], ['地铁3号线; 地铁4号线; 地铁7号线', 'B', '镇坪路', '距离0.75km']]","[['上海市静安区恒通路268号', 'A', '凯德星贸(恒通路店)', '距离2.02km'], ['梅园路101号', 'B', '华乐超市', '距离2.07km']]"
245万元,89.31m²,2.74万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽11m/层高5m/进深8m,餐饮美食,静安寺步行街,"办公,居民,旅游","静安区 南京西路
                南京西路/吴江路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
80万元,42m²,1.9万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深7m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
86万元,42m²,2.05万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深7m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.70km'], ['地铁1号线; 地铁2号线; 地铁8号线', 'B', '人民广场', '距离0.83km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.86km'], ['南京东路720号第一食品内(近贵州路)', 'B', '功德林净素食品专卖店(南京东路店)', '距离1.13km']]"
450万元,80m²,5.63万/m²,二手商铺,商业街店铺-临街,,经营中,面宽10m/层高4.8m/进深8m,餐饮美食,南京西路商铺,"办公,学生,居民","静安区 南京西路
                静安区南京西路南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.30km'], ['地铁13号线', 'B', '淮海中路', '距离1.23km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.33km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.98km']]"
89万元,68m²,1.31万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽10.1m/层高5.2m/进深8.2m,百货超市,金融街静安中心(商业),"办公,居民,旅游","静安区 静安寺
                静安区","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.50km'], ['地铁12号线', 'B', '南京西路', '距离1.19km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.99km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离1.84km']]"
